SS,Site,Depth,Depth,Tide,Tide
SS,Site,Min,Max,Min,Max
N-02.1,0013,1.0,3.2,-2.31,2.68
N-02.1,0014,0.7,2.6,-2.31,2.68
N-02.1,0015,1.3,6.4,-2.31,2.68
N-02.1,0016,0.9,3.5,-2.31,2.68
N-02.1,0017,0.4,3.0,-2.31,2.68
N-02.1,0018,0.9,3.0,-2.31,2.68
N-02.1,0019,6.9,8.6,-2.31,2.68
N-02.1,0020_R,1.3,4.1,-2.31,2.68
N-02.1,0021_R,0.6,4.1,-2.21,2.66
N-02.1,0024_R,0.1,0.1,-1.88,2.23
N-02.1,0025,7.5,9.3,-2.24,2.66
N-02.2,0001,1.4,6.5,-2.28,2.65
N-02.2,0002_R,1.8,85.0,-2.28,2.65
N-02.2,0003,0.6,4.5,-2.28,2.65
N-02.2,0004,2.3,16.5,-2.28,2.65
N-02.2,0005,0.6,4.4,-2.28,2.65
N-02.2,0006,1.6,79.0,-2.28,2.65
N-02.2,0007,0.9,20.0,-2.28,2.65
N-02.2,0008,2.0,42.0,-2.28,2.65
N-02.2,0009,0.7,3.8,-2.28,2.65
N-02.2,0010,0.8,23.0,-2.28,2.65
N-02.2,0011,0.5,3.0,-2.28,2.65
N-02.2,0012,0.8,3.2,-2.28,2.65
N-02.2,0013,1.2,4.1,-2.28,2.65
N-02.2,0014,1.5,5.8,-2.28,2.65
N-02.2,0015,0.7,3.1,-2.28,2.65
N-02.2,0016,1.2,5.5,-2.28,2.65
N-02.2,0017,0.5,3.0,-2.24,2.64
N-02.2,0018,0.5,5.0,-2.24,2.64
N-02.2,0018,0.5,5.0,-2.24,2.64
N-02.2,0019,0.6,3.9,-2.28,2.65
N-02.2,0020,0.5,6.7,-2.28,2.65
N-02.3,0001_ZN11,1.5,2.6,-2.20,2.54
N-02.3,0001_ZN12,1.2,2.1,-2.14,2.48
N-02.3,0002_ZN11,0.9,1.7,-2.20,2.54
N-02.3,0002_ZN12,1.6,2.6,-2.14,2.48
N-02.3,0003_ZN11,1.7,2.8,-2.20,2.54
N-02.3,0003_ZN12,1.1,2.0,-2.14,2.48
N-02.3,0004_ZN11,1.1,2.5,-2.20,2.54
N-02.3,0004_ZN12,1.4,2.6,-2.14,2.48
N-02.3,0005_ZN11,1.4,2.5,-2.20,2.54
N-02.3,0005_ZN12,0.8,1.7,-2.14,2.48
N-02.3,0006_ZN11,0.7,2.4,-2.20,2.54
N-02.3,0006_ZN12,1.0,2.4,-2.14,2.48
N-02.3,0007_ZN11,2.0,2.9,-2.20,2.54
N-02.3,0007_ZN12,0.5,1.4,-2.14,2.48
N-02.3,0008_ZN11,0.9,2.1,-2.20,2.54
N-02.3,0008_ZN12,1.0,2.0,-2.14,2.48
N-02.3,0009_ZN11,1.0,2.1,-2.20,2.54
N-02.3,0009_ZN12,0.4,2.0,-2.14,2.48
N-02.3,0010_ZN11,1.9,2.7,-2.20,2.54
N-02.3,0010_ZN12,0.5,1.6,-2.14,2.48
N-02.3,0011_ZN11,1.0,2.0,-2.20,2.54
N-02.3,0011_ZN12,0.6,2.0,-2.14,2.48
N-02.3,0012_ZN11,1.2,2.2,-2.20,2.54
N-02.3,0012_ZN12,0.3,1.5,-2.14,2.48
N-02.3,0013_ZN11,1.6,2.7,-2.20,2.54
N-02.3,0013_ZN12,0.4,1.5,-2.14,2.48
N-02.3,0014_ZN11,1.0,2.0,-2.20,2.54
N-02.3,0014_ZN12,1.2,2.5,-2.14,2.48
N-02.3,0015_ZN11,1.4,2.3,-2.20,2.54
N-02.3,0015_ZN12,0.9,2.2,-2.14,2.48
N-02.3,0016_ZN11,0.9,1.7,-2.20,2.54
N-02.3,0016_ZN12_R,1.2,2.5,-2.14,2.48
N-02.3,0017,1.5,2.5,-2.20,2.54
N-02.3,0018,1.1,2.1,-2.20,2.54
N-02.3,0019,1.5,2.5,-2.18,2.54
N-02.3,0020,0.9,2.0,-2.12,2.54
N-03.1.1,0001,0.9,2.6,-2.06,2.56
N-03.1.1,0002,1.3,3.1,-2.06,2.56
N-03.1.1,0003,0.5,2.1,-2.06,2.56
N-03.1.1,0004,1.3,2.9,-2.06,2.56
N-03.1.1,0005,0.4,2.1,-2.06,2.56
N-03.1.1,0006,0.3,1.7,-2.06,2.56
N-03.1.1,0007,0.8,2.5,-2.06,2.56
N-03.1.1,0008,0.4,2.1,-2.06,2.56
N-03.1.1,0009,0.4,1.9,-2.06,2.56
N-03.1.1,0010,0.8,2.5,-2.06,2.56
N-03.1.1,0011,0.8,2.1,-2.06,2.56
N-03.1.1,0012,0.9,2.5,-2.06,2.56
N-03.1.1,0013,0.9,3.0,-2.06,2.56
N-03.1.1,0014,0.6,2.3,-2.06,2.56
N-03.1.1,0015,0.4,1.5,-2.06,2.56
N-03.1.1,0016,0.4,1.3,-2.06,2.56
N-03.1.1,0017_ZN12,0.5,2.0,-2.12,2.46
N-03.1.1,0017_ZN12,0.5,2.0,-2.12,2.46
N-03.1.1,0017_ZN13,0.4,1.6,-2.06,2.56
N-03.1.1,0018_ZN12,0.8,2.2,-2.12,2.46
N-03.1.1,0018_ZN13,0.4,1.4,-2.06,2.56
N-03.1.1,0019_ZN12,0.8,2.0,-2.03,2.20
N-03.1.1,0019_ZN12,0.8,2.0,-2.03,2.20
N-03.1.1,0020_ZN12,1.3,2.6,-1.94,2.15
N-03.1.1,0021_ZN12,0.8,2.0,-2.03,2.20
N-03.1.1,0021_ZN12,0.8,2.0,-2.03,2.20
N-03.1.1,0022_ZN12,1.3,2.5,-2.03,2.20
N-03.1.2,0001_R,0.8,3.8,-2.23,2.59
N-03.1.2,0002_R,1.5,5.0,-2.23,2.59
N-03.1.2,0003,2.0,5.2,-2.23,2.59
N-03.1.2,0004,0.6,3.9,-2.23,2.59
N-03.1.2,0005,0.1,2.7,-2.23,2.59
N-03.1.2,0006,1.2,4.5,-2.23,2.59
N-03.1.2,0013,1.6,2.5,-1.93,2.19
N-03.1.2,0017,1.0,3.8,-2.13,2.53
N-03.2.1,0007,0.6,4.8,-2.22,2.58
N-03.2.1,0008,1.0,3.7,-2.22,2.58
N-03.2.1,0009,0.8,6.3,-2.22,2.58
N-03.2.1,0010,1.2,6.0,-2.22,2.58
N-03.2.1,0011,0.5,6.2,-2.22,2.58
N-03.2.1,0012,0.9,6.0,-2.22,2.58
N-03.2.1,0014,1.4,1.9,-1.92,2.18
N-03.2.1,0015,1.8,2.5,-1.74,2.08
N-03.2.1,0016,1.4,1.8,-1.92,2.18
N-03.2.2,0001,0.9,4.5,-2.17,2.54
N-03.2.2,0002,1.0,6.6,-2.17,2.54
N-03.2.2,0003,0.9,4.0,-2.17,2.54
N-03.2.2,0004,1.4,5.0,-2.17,2.54
N-03.2.2,0005,0.4,3.4,-2.17,2.54
N-03.2.2,0006,1.1,4.5,-2.17,2.54
N-03.2.2,0007,0.6,3.5,-2.17,2.54
N-03.2.2,0008,0.9,5.0,-2.17,2.54
N-03.2.2,0011,2.2,3.1,-1.97,2.17
N-03.2.3,0009,0.3,2.9,-2.17,2.54
N-03.2.3,0010,0.6,3.5,-2.17,2.54
N-03.2.3,0012,0.4,3.3,-2.13,2.47
N-03.2.3,0013,0.5,0.5,-1.95,2.42
N-03.2.4,0001,0.6,3.3,-2.07,2.51
N-03.2.4,0002,1.5,3.5,-2.07,2.51
N-03.2.4,0003,0.9,4.0,-2.07,2.51
N-03.2.4,0004,0.4,3.0,-2.07,2.51
N-03.2.4,0005,1.6,3.2,-2.07,2.51
N-03.2.4,0006,1.3,2.9,-2.07,2.51
N-03.2.4,0007,0.6,2.0,-2.07,2.51
N-03.2.4,0008,0.9,2.4,-2.07,2.51
N-03.2.4,0009,0.4,2.2,-2.07,2.51
N-03.2.4,0016,1.1,1.5,-1.72,2.02
N-03.2.4,0017,0.6,0.6,-1.41,1.49
N-03.2.5,0010,0.8,1.8,-2.05,2.39
N-03.2.5,0011,0.5,1.5,-2.05,2.39
N-03.2.5,0012,0.5,1.6,-2.05,2.39
N-03.2.5,0013,0.5,1.6,-2.05,2.39
N-03.2.5,0014,0.4,1.6,-2.05,2.39
N-03.2.5,0015,0.4,1.2,-2.05,2.39
N-03.2.6,0001,2.5,6.0,-2.05,2.39
N-03.2.6,0002,0.6,2.5,-2.05,2.39
N-03.2.6,0003,2.0,6.0,-2.05,2.39
N-03.2.6,0004,1.4,6.0,-2.05,2.39
N-03.2.6,0005,1.4,6.0,-2.05,2.39
N-03.2.6,0006,1.5,7.9,-2.05,2.39
N-03.2.6,0007,0.8,4.3,-2.05,2.39
N-03.2.6,0008_R,1.3,5.2,-2.05,2.39
N-03.2.6,0009_R,0.5,5.2,-2.05,2.39
N-03.2.6,0010_R,1.5,3.8,-2.05,2.39
N-03.3,0001,1.4,3.1,-2.02,2.47
N-03.3,0002,1.6,5.3,-2.02,2.47
N-03.3,0003,1.1,3.8,-2.02,2.47
N-03.3,0004,2.0,4.1,-2.02,2.47
N-03.3,0005,3.7,10.7,-2.02,2.47
N-03.3,0006,2.0,3.6,-2.02,2.47
N-03.3,0007,1.5,6.0,-2.02,2.47
N-03.3,0008,2.0,3.7,-2.02,2.47
N-03.3,0009,1.8,8.6,-2.11,2.47
N-03.3,0010,1.0,3.3,-2.02,2.47
N-03.3,0011,3.0,6.3,-2.11,2.47
N-03.3,0012,2.1,4.7,-2.02,2.47
N-03.3,0013,3.1,7.2,-2.11,2.47
N-03.3,0014,0.8,5.5,-2.02,2.47
N-03.3,0015,4.4,10.0,-2.02,2.47
N-03.3,0016,0.5,3.3,-2.02,2.47
N-03.3,0017,1.8,5.0,-2.02,2.47
N-03.3,0018,0.6,3.8,-2.02,2.47
N-03.3,0019,1.2,3.8,-2.02,2.47
N-03.3,0020_ZN17_R,1.1,3.4,-1.94,2.13
N-03.3,0020_ZN18,0.6,2.5,-2.02,2.47
N-03.3,0021,0.5,2.1,-2.02,2.47
N-03.3,0022,6.3,9.0,-2.02,2.47
N-03.3,0023,0.5,2.8,-2.02,2.47
N-03.3,0028,4.6,8.0,-2.11,2.47
N-03.3,0029,3.3,3.4,-1.70,1.99
N-03.3,0030,3.7,3.9,-1.70,1.99
N-03.3D,0024,6.0,9.5,-2.11,2.47
N-03.3D,0025,9.7,12.5,-2.11,2.47
N-03.3D,0026,6.8,10.0,-2.11,2.47
N-03.3D,0027,8.2,11.5,-2.11,2.47
N-04.1.1.1,0009,1.7,4.5,-2.10,2.47
N-04.1.1.1,0010,1.0,4.2,-2.12,2.50
N-04.1.1.1,0011,0.7,3.7,-2.12,2.50
N-04.1.1.1,0012,0.4,6.3,-2.12,2.50
N-04.1.1.1,0013,0.2,2.6,-2.12,2.50
N-04.1.1.1,0014,0.7,3.6,-2.12,2.50
N-04.1.1.1,0015,0.3,4.3,-2.12,2.50
N-04.1.1.1,0016,0.6,3.5,-2.12,2.50
N-04.1.1.1,0017,0.5,4.2,-2.12,2.50
N-04.1.1.1,0018,2.1,5.9,-2.12,2.50
N-04.1.1.1,0019,1.5,4.4,-2.10,2.47
N-04.1.1.1,0020,1.6,4.7,-2.12,2.50
N-04.1.1.1,0021_R,1.6,5.8,-2.12,2.50
N-04.1.1.1,0022_R,2.1,7.7,-2.10,2.45
N-04.1.1.1,0023_R,3.1,9.0,-2.12,2.50
N-04.1.1.1,0024_R,6.2,17.3,-2.12,2.50
N-04.1.1.1,0025_R,1.6,6.3,-2.12,2.50
N-04.1.1.2,0001,1.0,3.3,-2.05,2.47
N-04.1.1.2,0002,0.8,3.9,-2.10,2.47
N-04.1.1.2,0003,0.8,2.8,-2.05,2.47
N-04.1.1.2,0004,0.9,3.0,-2.05,2.47
N-04.1.1.2,0005,0.4,3.1,-2.10,2.47
N-04.1.1.2,0006,0.9,3.3,-2.10,2.47
N-04.1.1.2,0007,1.1,3.6,-2.10,2.47
N-04.1.1.2,0008,1.1,5.0,-2.10,2.47
N-04.1.2.1,0001,0.8,4.6,-2.13,2.44
N-04.1.2.1,0002,0.9,4.4,-2.13,2.44
N-04.1.2.1,0003,0.6,4.5,-2.13,2.44
N-04.1.2.1,0004,0.8,4.3,-2.13,2.44
N-04.1.2.1,0005,0.6,7.2,-2.13,2.44
N-04.1.2.1,0015,0.8,4.8,-2.11,2.41
N-04.1.2.1,0017,1.2,4.9,-2.11,2.41
N-04.1.2.1,0018,3.3,8.3,-2.11,2.41
N-04.1.2.1,0020,0.7,4.5,-2.11,2.47
N-04.1.2.1,0020,0.7,4.5,-2.11,2.47
N-04.1.2.1,0021_R,1.1,2.9,-1.96,2.35
N-04.1.2.2,0006,1.1,4.4,-2.13,2.44
N-04.1.2.2,0007,1.0,4.3,-2.13,2.44
N-04.1.2.2,0008,1.7,6.8,-2.13,2.44
N-04.1.2.2,0009,1.2,7.0,-2.13,2.44
N-04.1.2.2,0010,0.6,6.4,-2.13,2.44
N-04.1.2.2,0011,1.0,4.0,-2.13,2.44
N-04.1.2.2,0097,1.2,2.5,-1.70,1.87
N-04.1.2.2,0098,1.0,2.5,-1.70,1.87
N-04.1.2.2,0099,2.0,3.4,-1.70,1.87
N-04.1.2.3,0012,0.5,5.1,-2.13,2.43
N-04.1.2.3,0013,0.7,3.6,-2.13,2.43
N-04.1.2.3,0014,0.2,4.7,-2.13,2.43
N-04.1.2.4,0016,0.7,4.3,-2.00,2.41
N-04.1.2.4,0019,0.7,4.8,-2.10,2.50
N-04.1.3,0001,0.9,5.6,-2.08,2.43
N-04.1.3,0002,0.5,4.6,-2.08,2.43
N-04.1.3,0003,0.9,5.4,-2.08,2.43
N-04.1.3,0004,3.6,6.6,-2.08,2.43
N-04.1.3,0005,0.9,3.6,-2.08,2.43
N-04.1.3,0006,1.0,3.9,-2.08,2.43
N-04.1.3,0007,1.1,5.5,-2.08,2.43
N-04.1.3,0008,0.8,5.2,-2.08,2.43
N-04.1.3,0009,0.9,3.8,-2.08,2.43
N-04.1.3,0010,1.7,7.4,-2.08,2.43
N-04.1.3,0011,1.2,5.7,-2.08,2.43
N-04.1.3,0012,5.0,9.9,-2.08,2.43
N-04.2.1.1,0001,0.8,3.2,-2.12,2.50
N-04.2.1.1,0002,0.9,4.3,-2.12,2.50
N-04.2.1.1,0004,0.9,4.5,-2.12,2.50
N-04.2.1.1,0011,2.6,7.7,-2.08,2.43
N-04.2.1.1,0012,2.6,10.4,-2.08,2.43
N-04.2.1.1,0013,7.4,10.3,-2.08,2.43
N-04.2.1.2,0003,0.8,3.7,-2.10,2.48
N-04.2.1.2,0005,0.9,4.0,-2.10,2.48
N-04.2.1.2,0006,1.0,7.0,-2.10,2.48
N-04.2.1.2,0007,1.0,3.8,-2.10,2.48
N-04.2.1.2,0008,1.4,10.2,-2.10,2.48
N-04.2.1.2,0009,1.5,4.2,-2.10,2.41
N-04.2.1.2,0010,4.5,9.6,-2.10,2.41
N-04.2.2,0001,0.5,4.3,-2.08,2.42
N-04.2.2,0002,0.7,4.8,-2.08,2.42
N-04.2.2,0003,0.8,4.2,-2.08,2.42
N-04.2.2,0004,1.3,4.7,-2.08,2.42
N-04.2.2,0005,0.8,4.2,-2.08,2.42
N-04.2.2,0006,2.8,6.0,-2.08,2.42
N-04.2.2,0007,0.4,4.7,-2.08,2.42
N-04.2.2,0008,1.7,6.7,-2.08,2.42
N-04.2.2,0009,4.1,7.2,-2.08,2.42
N-04.2.2,0010,1.9,9.0,-2.06,2.41
N-04.2.2,0011,2.5,7.8,-2.06,2.41
N-04.2.2,0017,0.8,2.9,-1.90,2.05
N-04.2.2,0110,1.0,2.7,-1.90,2.05
N-04.3,0001_ZN22B,0.4,4.0,-2.10,2.42
N-04.3,0002,0.7,3.9,-2.10,2.42
N-04.3,0003,0.5,3.0,-2.10,2.42
N-04.3,0004,0.5,3.5,-2.10,2.42
N-04.3,0005,0.7,3.0,-2.10,2.42
N-04.3,0006,0.6,3.4,-2.10,2.42
N-04.3,0007_R,0.8,3.0,-2.10,2.42
N-04.3,0008,1.1,3.5,-2.10,2.42
N-04.3,0009,1.3,3.5,-2.10,2.42
N-04.3,0010,1.4,3.5,-2.10,2.42
N-04.3,0011,1.5,3.9,-2.10,2.42
N-04.3,0012,1.8,4.9,-2.10,2.42
N-04.3,0013,1.7,5.0,-2.10,2.42
N-04.3,0014,1.3,3.2,-2.10,2.42
N-04.3,0015,0.9,3.1,-2.10,2.42
N-04.3,0016,2.8,6.0,-2.10,2.42
N-04.3,0017,2.4,5.0,-2.10,2.42
N-04.3,0018_R,0.2,0.2,-1.86,2.23
N-04.4.1,0001,1.5,5.2,-2.13,2.39
N-04.4.1,0002,0.9,3.6,-2.13,2.39
N-04.4.1,0003,0.4,2.9,-2.13,2.39
N-04.4.1,0023_R,2.8,5.2,-2.13,2.39
N-04.4.1,0024_R,1.0,4.3,-2.13,2.39
N-04.4.1,0039,1.2,2.7,-1.67,2.00
N-04.4.1,0046_R,2.1,3.5,-1.67,2.00
N-04.4.1,0047_R,0.8,2.7,-1.67,2.00
N-04.4.2,0004_ZN23,1.3,10.5,-2.13,2.39
N-04.4.2,0005_ZN23,0.9,3.1,-2.13,2.39
N-04.4.2,0006,1.8,4.3,-2.13,2.39
N-04.4.2,0007,0.6,4.0,-2.13,2.39
N-04.4.2,0008,3.6,7.5,-2.13,2.39
N-04.4.2,0025,5.0,11.0,-2.13,2.39
N-04.4.2,0026,5.0,12.2,-2.13,2.39
N-04.4.2,0027,3.7,6.1,-2.13,2.39
N-04.4.2,0028,4.0,11.6,-2.13,2.39
N-04.4.2,0029,3.5,6.7,-2.13,2.39
N-04.4.2,0030,3.0,8.1,-2.13,2.39
N-04.4.2,0031,3.3,7.2,-2.13,2.39
N-04.4.2,0032,5.0,10.8,-2.13,2.39
N-04.4.2,0041,1.3,2.9,-1.89,2.04
N-04.4.2,0043,0.5,1.4,-1.89,2.04
N-04.5.1,0009,1.2,5.3,-2.11,2.37
N-04.5.1,0010,1.8,6.9,-2.11,2.37
N-04.5.1,0011,0.2,6.0,-2.11,2.37
N-04.5.1,0012,0.2,5.8,-2.11,2.37
N-04.5.1,0033,2.5,10.8,-2.11,2.37
N-04.5.1,0034,4.5,6.7,-2.03,2.31
N-04.5.1,0035,1.0,4.1,-2.03,2.31
N-04.5.1,0036,3.5,6.2,-2.03,2.31
N-04.5.1,0037,1.0,5.3,-2.11,2.37
N-04.5.1,0038,1.7,4.5,-2.03,2.31
N-04.5.1,0039,0.9,3.0,-1.87,2.02
N-04.5.1,0044,1.1,2.0,-1.87,2.02
N-04.5.1,0045,0.3,1.4,-1.87,2.02
N-04.5.2,0001,0.2,3.5,-2.08,2.40
N-04.5.2,0002,0.4,4.0,-2.08,2.40
N-04.5.2,0003,0.2,4.5,-2.08,2.40
N-04.5.2,0004,0.2,3.3,-2.08,2.40
N-04.5.2,0005,0.1,2.4,-2.05,2.35
N-04.5.2,0006,1.6,6.7,-2.08,2.40
N-04.5.2,0008,0.2,2.1,-2.05,2.35
N-04.5.2,0010,0.3,3.5,-2.08,2.40
N-04.5.2,0012,1.0,4.0,-2.08,2.40
N-04.5.2,0014,0.2,3.0,-2.08,2.40
N-04.5.2,0017,0.5,5.1,-2.08,2.40
N-04.5.2,0021,0.1,3.0,-2.08,2.40
N-04.5.2,0022_R,0.5,0.5,-0.93,1.26
N-04.6,0001_R,2.5,24.4,-2.06,2.33
N-04.6,0002,0.8,25.1,-2.06,2.33
N-04.6,0003_R,2.0,25.4,-2.06,2.33
N-04.6,0004,1.4,5.7,-2.06,2.33
N-04.6,0005,0.2,4.3,-2.06,2.33
N-04.6,0006_R,1.9,10.2,-2.06,2.33
N-04.6,0007,0.2,3.7,-2.06,2.33
N-04.6,0008_R,1.2,5.9,-2.06,2.33
N-04.6,0009,0.2,3.5,-2.06,2.33
N-04.6,0010,1.1,5.3,-2.06,2.33
N-04.6,0011_R,0.6,4.5,-2.06,2.33
N-04.6,0012_R,1.0,4.3,-2.06,2.33
N-04.6,0013,2.0,5.5,-2.06,2.33
N-04.6,0014,2.1,3.3,-1.79,2.02
N-05.1.1,0001,1.4,4.5,-1.99,2.31
N-05.1.1,0003,1.3,3.6,-1.99,2.31
N-05.1.1,0004,0.8,5.4,-1.99,2.31
N-05.1.1,0005,0.7,3.0,-1.99,2.31
N-05.1.1,0009,1.2,3.5,-1.99,2.31
N-05.1.1,0010,0.9,2.9,-1.99,2.31
N-05.1.1,0012,1.6,5.4,-1.99,2.31
N-05.1.1,0013,0.8,2.9,-1.99,2.31
N-05.1.1,0014,1.8,5.7,-1.99,2.31
N-05.1.1,0015_ZN25,0.8,3.2,-1.79,2.02
N-05.1.1,0015_ZN25,0.8,3.2,-1.79,2.02
N-05.1.1,0015_ZN26,2.3,5.0,-1.99,2.31
N-05.1.1,0016,1.1,1.9,-1.79,2.13
N-05.1.1,0017,2.0,4.2,-1.79,2.13
N-05.1.1,0024,0.8,1.5,-1.79,2.13
N-05.1.2,0002,1.1,3.6,-1.99,2.31
N-05.1.2,0006,0.4,2.5,-1.99,2.31
N-05.1.2,0007,0.7,2.9,-1.99,2.31
N-05.1.2,0008,1.6,5.0,-1.99,2.31
N-05.1.2,0018,0.5,1.4,-1.79,2.13
N-05.1.2,0019,0.4,1.3,-1.79,2.13
N-05.1.2,0020,0.5,1.9,-1.79,2.13
N-05.1.2,0021,2.1,3.8,-1.79,2.13
N-05.1.3.1,0001,0.4,3.7,-2.06,2.35
N-05.1.3.1,0002,1.3,4.5,-2.06,2.35
N-05.1.3.1,0003,0.7,4.7,-2.06,2.35
N-05.1.3.1,0004,1.8,4.4,-2.06,2.35
N-05.1.3.1,0011_R,1.3,4.4,-1.99,2.31
N-05.1.3.1,0016,1.0,4.5,-2.04,2.35
N-05.1.3.1,0017,1.7,5.6,-2.04,2.35
N-05.1.3.1,0018,1.0,4.7,-2.04,2.35
N-05.1.3.1,0019,1.6,4.1,-2.04,2.35
N-05.1.3.1,0022_ZN26,2.5,6.0,-1.79,2.13
N-05.1.3.1,0022_ZN26,2.5,6.0,-1.79,2.13
N-05.1.3.1,0022_ZN27,1.1,3.9,-2.04,2.35
N-05.1.3.1,0023_ZN26,1.7,3.3,-1.79,2.13
N-05.1.3.1,0023_ZN27,1.0,5.9,-2.04,2.35
N-05.1.3.2,0005,0.1,2.9,-2.05,2.34
N-05.1.3.2,0006,2.3,5.6,-2.05,2.34
N-05.1.3.2,0007,0.2,3.3,-2.05,2.34
N-05.1.3.2,0008,1.6,5.0,-2.05,2.34
N-05.1.3.2,0009,0.4,3.0,-2.05,2.34
N-05.1.3.2,0010,0.7,4.0,-2.05,2.34
N-05.1.3.2,0011_R,0.6,3.5,-2.05,2.34
N-05.1.3.2,0012_R,0.3,5.0,-2.05,2.34
N-05.1.3.2,0021,0.9,3.7,-2.05,2.34
N-05.1.3.2,0024,1.0,2.9,-1.79,2.01
N-05.2,0011,2.0,2.6,-1.34,1.68
N-05.2.1,0001,2.5,4.5,-1.88,2.22
N-05.2.1,0002,0.9,2.7,-1.88,2.22
N-05.2.1,0003_ZN28,1.9,3.7,-1.88,2.22
N-05.2.1,0004,1.6,3.9,-1.88,2.22
N-05.2.1,0005,1.7,4.8,-1.88,2.22
N-05.2.1,0006,0.5,3.8,-1.88,2.22
N-05.2.1,0007,1.2,3.1,-1.88,2.22
N-05.2.1,0008,0.7,2.9,-1.88,2.22
N-05.2.1,0009,0.3,3.3,-1.88,2.22
N-05.2.1,0010,0.8,2.6,-1.88,2.22
N-05.2.1,0011,0.4,2.8,-1.88,2.22
N-05.2.1,0012,0.5,3.0,-1.88,2.22
N-05.2.1,0013,3.1,5.7,-1.88,2.22
N-05.2.1,0014,2.0,5.6,-1.88,2.22
N-05.2.1,0015,1.2,4.3,-1.88,2.22
N-05.2.2,0001,1.1,3.3,-1.97,2.26
N-05.2.2,0002,0.2,2.3,-1.97,2.26
N-05.2.2,0003,0.3,2.3,-1.76,2.26
N-05.2.2,0004,0.3,2.1,-1.97,2.26
N-05.2.2,0005,0.2,1.5,-1.97,2.26
N-05.2.2,0006,0.3,29.3,-1.97,2.26
N-05.2.2,0007,0.3,2.7,-1.97,2.26
N-05.2.2,0008,0.2,1.6,-1.97,2.26
N-05.2.2,0009,0.2,1.8,-1.97,2.26
N-05.2.2,0010,0.2,1.9,-1.97,2.26
N-05.2.2,0012,0.5,3.0,-1.97,2.26
N-05.2.2,0013,0.8,3.8,-1.97,2.26
N-05.2.2,0014,0.2,2.1,-1.88,2.26
N-05.2.2,0015,0.2,2.1,-1.88,2.26
N-05.2.2,0016,0.5,2.1,-1.88,2.16
N-05.2.2,0017,0.3,2.3,-1.88,2.26
N-05.2.2,0018,1.7,4.0,-1.88,2.26
N-05.2.2,0019,2.7,5.1,-1.88,2.26
N-05.2.2,0020,2.8,5.1,-1.88,2.26
N-05.2.2,0021,1.3,5.0,-1.88,2.26
N-05.2.2,0022,1.1,9.7,-1.88,2.26
N-05.2.2,0023,3.0,5.5,-1.88,2.26
N-05.2.2,0024,1.9,4.0,-1.88,2.26
N-05.2.2,0025,1.3,6.8,-1.88,2.26
N-05.2.2,0026,3.2,5.5,-1.88,2.26
N-05.2.2,0027,3.6,6.3,-1.88,2.26
N-05.2.2E,0001_R,6.5,9.7,-1.91,2.36
N-05.2.2E,0002,8.5,20.0,-1.91,2.36
N-05.2.2E,0003_R,7.0,10.5,-1.91,2.36
N-05.2.2E,0004,17.5,21.0,-1.91,2.36
N-05.2.2E,0005_R,4.1,8.5,-1.91,2.36
N-05.2.2E,0006,18.5,23.0,-1.91,2.36
N-06.1,0001,0.2,3.1,-2.03,2.35
N-06.1,0002,0.8,3.3,-2.03,2.35
N-06.1,0003,0.7,2.8,-2.03,2.35
N-06.1,0004,1.0,3.5,-2.03,2.35
N-06.1,0005,0.4,3.6,-2.03,2.35
N-06.1,0006,1.3,3.5,-2.03,2.35
N-06.1,0007,1.0,3.5,-2.03,2.35
N-06.1,0008,1.4,4.0,-2.03,2.35
N-06.1,0019,1.2,3.3,-1.91,2.35
N-06.1,0020,1.5,3.6,-1.91,2.35
N-06.1,0021,1.0,3.0,-1.91,2.35
N-06.1,0022,1.4,3.5,-1.91,2.35
N-06.1,0023,1.2,3.2,-1.91,2.35
N-06.1,0024_R,0.3,2.3,-1.91,2.21
N-06.1,0025,1.1,3.3,-1.90,2.35
N-06.1,0026,1.4,3.5,-1.90,2.35
N-06.1,0027,1.8,4.0,-1.90,2.35
N-06.1,0028,1.7,4.1,-1.90,2.35
N-06.1,0029,1.2,3.5,-1.90,2.35
N-06.1.1,0001_R,0.2,4.2,-2.03,2.36
N-06.1.1,0002_R,0.6,4.0,-2.03,2.36
N-06.1.1,0003,0.6,4.9,-2.03,2.36
N-06.1.1,0004,0.7,3.6,-2.03,2.36
N-06.1.1,0022,1.2,4.1,-1.91,2.36
N-06.1.1,0023,1.0,4.7,-1.91,2.36
N-06.1.1,0024_R,0.3,3.0,-1.91,2.30
N-06.1.1,0025,0.7,4.2,-1.91,2.36
N-06.1.1,0026,0.9,4.3,-1.91,2.36
N-06.1.1,0027_R,1.4,4.7,-1.91,2.36
N-06.1.1,0028,1.5,6.9,-1.91,2.36
N-06.1.1,0029,1.0,4.3,-1.91,2.36
N-06.1.1,0030,1.1,3.4,-1.87,2.29
N-06.1.1,0031,1.7,3.7,-1.85,2.29
N-06.1.2,0005,0.4,4.0,-2.03,2.35
N-06.1.2,0006,1.2,4.3,-2.03,2.35
N-06.1.2,0007,0.8,4.5,-2.03,2.35
N-06.1.2,0008,1.4,4.0,-2.03,2.35
N-06.1.2,0019,1.2,3.9,-1.97,2.35
N-06.1.2,0020,1.3,4.1,-1.91,2.35
N-06.1.2,0021,0.9,4.1,-1.91,2.35
N-06.1.2,0032,1.2,3.2,-1.77,2.29
N-06.2,0001,1.3,4.0,-1.88,2.20
